Timestamp,RPM,Velocity,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Label1
20200707_160439_1630934760, 592.1236572265625, -0.003516839351505041, 0.008758679032325745, 0.0, 0.0, 0.0, 0.0,0.0
20200707_160439_1630984758, 592.1236572265625, -0.005043312907218933, 0.008361943997442722, 0.0, 0.0, 0.0, 0.0,0.0
20200707_160439_1631018090, 592.1236572265625, -0.004164775833487511, 0.007110704202204943, 0.0, 0.0, 0.0, 0.0,0.0
20200707_160439_1631051422, 592.1236572265625, -0.00520132714882493, 0.006927595939487219, 0.0, 0.0, 0.0, 0.0,0.0
20200707_160439_1631084754, 592.1236572265625, -0.005930786952376366, 0.006927595939487219, 0.0, 0.0, 0.0, 0.0,0.0
20200707_160439_1631101420, 592.1236572265625, -0.003275514580309391, 0.006927595939487219, 0.0, 0.0, 0.0, 0.0,0.0
20200707_160439_1631134752, 592.1236572265625, -0.0014002309180796146, 0.006927595939487219, 0.0, 0.0, 0.0, 0.0,0.0
20200707_160440_1631168084, 592.1236572265625, 0.0023107517044991255, 0.006927595939487219, 0.0, 0.0, 0.0, 0.0,0.0
20200707_160440_1631201416, 592.1236572265625, 0.002440786687657237, 0.006927595939487219, 0.0, 0.0, 0.0, 0.0,0.0
20200707_160440_1631251414, 592.1236572265625, 0.0025610828306525946, 0.006927595939487219, 0.0, 0.0, 0.0, 0.0,0.0
20200707_160440_1631284746, 592.1236572265625, 0.0012483226601034403, 0.006927595939487219, 0.0, 0.0, 0.0, 0.0,0.0
20200707_160440_1631334744, 592.1236572265625, 0.0013747625052928925, 0.006927595939487219, 0.03571373224258423, 0.0, 0.0, 0.0,0.0
20200707_160440_1631351410, 592.1236572265625, 0.0030206197407096624, 0.006927595939487219, 0.22618448734283447, 0.0, 0.0, 0.0,0.0
20200707_160440_1631384742, 592.1236572265625, 0.0016166092827916145, 0.006927595939487219, 0.31745630502700806, 0.0, 0.0, 0.0,0.0
20200707_160440_1631401408, 594.2137451171875, 0.0017298748716711998, 0.006927595939487219, 0.5625009536743164, 0.0, 0.0, 0.0,0.0
20200707_160440_1631434740, 613.4915161132812, 0.0032304234337061644, 0.006927595939487219, 0.7539024949073792, 0.0, 0.0, 0.0,0.0
20200707_160440_1631468072, 592.8511352539062, 0.006480489857494831, 0.006927595939487219, 0.9609369039535522, 0.0, 0.0, 0.0,0.0
20200707_160440_1631484738, 587.2335815429688, 0.01572084240615368, 0.006927595939487219, 0.9921873807907104, 0.0, 0.0, 0.0,0.0
20200707_160440_1631518070, 618.9757690429688, 0.021120963618159294, 0.006927595939487219, 0.9921873807907104, 0.0, 0.0, 0.0,0.0
20200707_160440_1631534736, 567.03759765625, 0.05229323357343674, 0.006927595939487219, 1.0, 0.0, 0.0, 0.0,0.0
20200707_160440_1631568068, 617.0491943359375, 0.06393298506736755, 0.006927595939487219, 1.0, 0.0, 0.0, 0.0,0.0
20200707_160440_1631601400, 762.56201171875, 0.13171972334384918, 0.006927595939487219, 1.0, 0.0, 0.0, 0.0,0.0
20200707_160440_1631634732, 831.2263793945312, 0.26665768027305603, 0.0068970778957009315, 1.0, 0.0, 0.0, 0.0,0.0
20200707_160440_1631651398, 788.0687866210938, 0.45855629444122314, 0.006775005720555782, 1.0, 0.0, 0.0, 0.0,0.0
20200707_160440_1631684730, 737.625, 0.5708258152008057, 0.006775005720555782, 1.0, 0.0, 0.0, 0.0,0.0
